Location,Number of Cows,Farm Size,Product Name,Brand,Price per Unit,Quantity (liters/kg),Total Value,Shelf Life (days),Storage Condition,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Maharashtra,43,Large,Butter,Warana,64.39,598.28,38523.2492,32,Frozen,506,68.75,34787.5,Karnataka,Retail,92,37.98,53.75
Karnataka,30,Small,Lassi,Amul,42.1,457.09,19243.489,13,Refrigerated,66,38.4,2534.4,West Bengal,Wholesale,391,64.01,187.46
Karnataka,82,Large,Ice Cream,Palle2patnam,18.29,841.8,15396.522,28,Frozen,816,23.06,18816.96,Maharashtra,Retail,25,86.71,96.05
Uttar Pradesh,19,Small,Paneer,Raj,29.08,106.97,3110.6876,8,Refrigerated,97,31.68,3072.96,Haryana,Retail,9,91.84,23.64
Rajasthan,80,Medium,Buttermilk,Mother Dairy,33.99,4.92,167.2308,10,Refrigerated,1,37.83,37.83,Maharashtra,Online,3,31.62,21.3
Gujarat,11,Medium,Lassi,Mother Dairy,14.53,181.93,2643.4429,14,Refrigerated,151,18.92,2856.92,Telangana,Wholesale,30,36.34,116.04
Haryana,83,Large,Curd,Sudha,75.09,145,10888.05,7,Refrigerated,101,70.95,7165.95,Kerala,Retail,44,40.04,190.12
West Bengal,50,Large,Buttermilk,Sudha,12.84,103.12,1324.0608,10,Refrigerated,50,11.97,598.5,Tamil Nadu,Retail,53,73.26,108.34
Bihar,21,Large,Ice Cream,Amul,30.02,988.41,29672.0682,21,Frozen,757,31.6,23921.2,Karnataka,Wholesale,231,90.35,163.41
Chandigarh,82,Medium,Lassi,Mother Dairy,14.4,809.49,11656.656,14,Refrigerated,422,17.37,7330.14,Chandigarh,Retail,387,79.76,20.23
Tamil Nadu,46,Small,Yogurt,Amul,96.34,8.92,859.3528,27,Refrigerated,8,99.2,793.6,Kerala,Online,0,89.37,165.58
Delhi,65,Large,Lassi,Sudha,94.88,211.13,20032.0144,12,Refrigerated,46,93.27,4290.42,Haryana,Online,165,69.54,147.24
Kerala,15,Medium,Ice Cream,Palle2patnam,40.66,460.37,18718.6442,27,Frozen,17,40.43,687.31,Delhi,Retail,443,88.35,73.04
Madhya Pradesh,89,Medium,Butter,Amul,72.04,356.58,25688.0232,28,Refrigerated,110,70.27,7729.7,Jharkhand,Wholesale,246,25.29,139.76
Rajasthan,31,Large,Yogurt,Palle2patnam,12.34,57.09,704.4906,21,Refrigerated,56,11.02,617.12,Kerala,Retail,1,53.15,155
Kerala,56,Small,Lassi,Raj,76.27,936.96,71461.9392,17,Refrigerated,120,76.49,9178.8,Rajasthan,Retail,816,94.86,195.1
Haryana,90,Small,Milk,Mother Dairy,92.89,789.19,73307.8591,22,Tetra Pack,134,91.17,12216.78,Delhi,Wholesale,655,73.28,135.61
Telangana,54,Medium,Buttermilk,Sudha,14.12,277.99,3925.2188,9,Refrigerated,85,12.1,1028.5,Tamil Nadu,Online,192,36.99,88.68
Tamil Nadu,34,Medium,Ghee,Sudha,99.65,443.29,44173.8485,60,Ambient,382,103.11,39388.02,Gujarat,Wholesale,61,70.78,82.01
West Bengal,68,Small,Buttermilk,Sudha,75.74,664.72,50345.8928,7,Refrigerated,635,78.85,50069.75,Delhi,Wholesale,29,42.43,157.48
West Bengal,18,Small,Curd,Mother Dairy,76.65,42.13,3229.2645,6,Refrigerated,10,78.82,788.2,Delhi,Online,32,64.27,173.67
Chandigarh,66,Large,Butter,Parag Milk Foods,68.75,764.41,52553.1875,27,Refrigerated,398,68.41,27227.18,Rajasthan,Online,366,29.93,120
Madhya Pradesh,22,Medium,Milk,Amul,54.38,903.11,49111.1218,2,Polythene Packet,82,58.65,4809.3,Chandigarh,Wholesale,821,43.27,84.5
Bihar,58,Medium,Paneer,Raj,72.66,978.29,71082.5514,12,Refrigerated,792,71.09,56303.28,Kerala,Wholesale,186,50.1,40.55
Delhi,77,Medium,Ghee,Mother Dairy,61.92,387.02,23964.2784,92,Ambient,17,61.52,1045.84,Delhi,Online,370,39.53,77.76
West Bengal,49,Medium,Paneer,Amul,28.42,929.42,26414.1164,10,Refrigerated,87,24.14,2100.18,Gujarat,Wholesale,842,83.05,36.56
Delhi,98,Small,Paneer,Amul,45.63,811.16,37013.2308,7,Refrigerated,730,43.36,31652.8,Tamil Nadu,Online,81,83.57,45.59
Kerala,47,Small,Lassi,Mother Dairy,38.29,643.78,24650.3362,12,Refrigerated,321,41.19,13221.99,Tamil Nadu,Retail,322,40.09,138.81
Telangana,20,Small,Ghee,Mother Dairy,81.97,528.65,43333.4405,69,Ambient,144,81.18,11689.92,Tamil Nadu,Online,384,67.1,146.97
Chandigarh,55,Small,Milk,Raj,71.92,142.96,10281.6832,30,Tetra Pack,29,76.31,2212.99,Madhya Pradesh,Wholesale,113,32.74,144.95
Kerala,55,Large,Buttermilk,Mother Dairy,48.42,320.25,15506.505,12,Refrigerated,212,49.6,10515.2,Uttar Pradesh,Online,108,91.95,177.84
Bihar,78,Small,Butter,Warana,45.64,587.33,26805.7412,40,Refrigerated,272,42.15,11464.8,Delhi,Wholesale,315,20.61,81.64
Uttar Pradesh,97,Medium,Lassi,Mother Dairy,70.41,887.2,62467.752,15,Refrigerated,290,68.94,19992.6,Haryana,Retail,597,40.06,143.24
West Bengal,13,Small,Curd,Sudha,31.52,761.15,23991.448,7,Refrigerated,156,34,5304,Tamil Nadu,Retail,605,95.44,144.05
Uttar Pradesh,43,Medium,Buttermilk,Raj,48.3,369,17822.7,7,Refrigerated,278,50.95,14164.1,West Bengal,Wholesale,91,25.75,187.32
Jharkhand,73,Large,Butter,Amul,56.12,161.58,9067.8696,26,Frozen,26,54.76,1423.76,Rajasthan,Retail,135,91.52,155.57
Kerala,61,Medium,Ice Cream,Dodla Dairy,39.93,169.36,6762.5448,21,Frozen,72,40.68,2928.96,Gujarat,Retail,97,82.75,44.19
Madhya Pradesh,59,Small,Ghee,Sudha,74.04,991.29,73395.1116,144,Ambient,595,72.16,42935.2,Tamil Nadu,Retail,396,91.27,43.72
Haryana,51,Medium,Butter,Parag Milk Foods,70.93,207.74,14734.9982,35,Refrigerated,107,69.01,7384.07,Chandigarh,Online,100,26.53,85.89
Telangana,80,Medium,Curd,Mother Dairy,77.46,228.33,17686.4418,7,Refrigerated,5,73.42,367.1,Telangana,Wholesale,223,27.99,103.65
Bihar,75,Small,Cheese,Dynamix Dairies,96.55,637.42,61542.901,74,Refrigerated,128,97.73,12509.44,Delhi,Retail,509,60.78,118.88
Gujarat,50,Medium,Butter,Amul,21.62,743.79,16080.7398,36,Frozen,358,22.45,8037.1,Jharkhand,Wholesale,385,85.61,81.66
Chandigarh,27,Large,Lassi,Amul,27.76,424.99,11797.7224,17,Refrigerated,311,30.63,9525.93,Chandigarh,Wholesale,113,26.95,64.23
Haryana,64,Large,Milk,Amul,16.34,467.98,7646.7932,24,Tetra Pack,318,16.67,5301.06,Tamil Nadu,Retail,149,22.4,148.49
Uttar Pradesh,25,Large,Butter,Mother Dairy,45.29,795.28,36018.2312,37,Frozen,343,45.06,15455.58,Uttar Pradesh,Online,452,32.83,63.95
Haryana,34,Large,Ghee,Mother Dairy,83.6,562.7,47041.72,73,Ambient,387,87.22,33754.14,Bihar,Retail,175,58.08,169.73
Bihar,51,Small,Cheese,Amul,95.15,524.99,49952.7985,88,Refrigerated,384,97.39,37397.76,Kerala,Retail,140,24.01,26.26
Bihar,11,Large,Lassi,Raj,33.38,901.52,30092.7376,13,Refrigerated,536,37.54,20121.44,Uttar Pradesh,Wholesale,365,39.18,41.44
Chandigarh,53,Large,Paneer,Mother Dairy,96.04,100.17,9620.3268,12,Refrigerated,39,97.16,3789.24,Haryana,Wholesale,61,13.68,166.49
Gujarat,43,Large,Lassi,Raj,17.38,489,8498.82,16,Refrigerated,240,16.66,3998.4,Kerala,Online,249,61.85,187.32
Telangana,16,Small,Lassi,Amul,92.82,422.81,39245.2242,16,Refrigerated,229,95.07,21771.03,Jharkhand,Wholesale,193,78.05,123.88
Jharkhand,13,Small,Ghee,Sudha,54.15,899.13,48687.8895,138,Ambient,865,56.03,48465.95,Telangana,Online,34,41.37,78.94
Haryana,51,Medium,Ghee,Amul,86.16,131.64,11342.1024,94,Ambient,12,86.82,1041.84,Gujarat,Wholesale,119,80.86,89.08
Gujarat,53,Small,Butter,Mother Dairy,62.43,474.91,29648.6313,39,Refrigerated,138,62.78,8663.64,Rajasthan,Wholesale,336,79.98,152.16
Bihar,58,Large,Buttermilk,Raj,68.78,103.49,7118.0422,13,Refrigerated,82,72.47,5942.54,Delhi,Wholesale,21,73.49,88.11
Tamil Nadu,83,Large,Curd,Sudha,32.29,722.93,23343.4097,7,Refrigerated,505,30.91,15609.55,Bihar,Online,217,10.02,79.99
Madhya Pradesh,96,Medium,Buttermilk,Sudha,80.37,861.13,69209.0181,13,Refrigerated,571,76.36,43601.56,Karnataka,Retail,290,77.36,189.14
Telangana,82,Small,Cheese,Passion Cheese,72.67,783.44,56932.5848,74,Refrigerated,647,73.78,47735.66,West Bengal,Online,136,44.01,33.1
Telangana,58,Small,Ice Cream,Palle2patnam,12,899.69,10796.28,30,Frozen,344,8.3,2855.2,Tamil Nadu,Retail,555,27.01,138.09
Jharkhand,22,Large,Yogurt,Amul,94.4,594.83,56151.952,24,Frozen,210,90.89,19086.9,Karnataka,Wholesale,384,47.93,145.33
Karnataka,45,Small,Buttermilk,Raj,62.78,843.18,52934.8404,14,Refrigerated,61,66.3,4044.3,Chandigarh,Online,782,49.49,36.33
Chandigarh,92,Large,Lassi,Sudha,28.97,143.94,4169.9418,13,Refrigerated,104,33.31,3464.24,Gujarat,Retail,39,91.32,48.89
Chandigarh,96,Large,Curd,Mother Dairy,48.57,672.74,32674.9818,6,Refrigerated,399,44.65,17815.35,West Bengal,Online,273,57.72,101.23
Tamil Nadu,16,Small,Yogurt,Mother Dairy,12.16,472.03,5739.8848,26,Frozen,289,12.55,3626.95,Telangana,Online,183,70.48,105.2
Jharkhand,38,Medium,Yogurt,Mother Dairy,58.5,767.55,44901.675,21,Frozen,121,57.99,7016.79,Karnataka,Retail,646,99.53,178.22
Chandigarh,90,Medium,Milk,Raj,73.86,131.78,9733.2708,2,Polythene Packet,84,75.17,6314.28,Gujarat,Online,47,29.57,141.34
Delhi,42,Large,Curd,Mother Dairy,77.08,520.85,40147.118,5,Refrigerated,461,80.63,37170.43,Chandigarh,Retail,59,99.85,166.07
Tamil Nadu,32,Small,Curd,Raj,80.51,109.98,8854.4898,7,Refrigerated,26,82.29,2139.54,Tamil Nadu,Retail,83,50.92,55.39
Madhya Pradesh,68,Large,Ice Cream,Amul,61.74,218.78,13507.4772,23,Frozen,172,60.88,10471.36,Karnataka,Online,46,68.44,78.21
Uttar Pradesh,42,Medium,Milk,Sudha,99.24,423.59,42037.0716,27,Tetra Pack,392,103.19,40450.48,Delhi,Wholesale,31,22.7,79.62
Chandigarh,68,Small,Milk,Amul,14.12,86.18,1216.8616,25,Tetra Pack,9,14.42,129.78,Tamil Nadu,Retail,77,30.22,111.99
Chandigarh,70,Large,Lassi,Sudha,96.4,297.88,28715.632,16,Refrigerated,248,100.53,24931.44,Jharkhand,Retail,49,17.25,89.09
Delhi,76,Large,Butter,Parag Milk Foods,89.32,640.05,57169.266,38,Frozen,190,87.84,16689.6,Karnataka,Online,450,43.06,39.73
Gujarat,34,Medium,Yogurt,Amul,29.57,359.84,10640.4688,30,Refrigerated,334,33.43,11165.62,Karnataka,Retail,25,23.99,45.05
Jharkhand,34,Small,Milk,Raj,31.26,745.37,23300.2662,1,Polythene Packet,395,34.27,13536.65,Karnataka,Wholesale,350,55.1,146.82
Maharashtra,66,Medium,Paneer,Sudha,75.75,21.51,1629.3825,7,Refrigerated,14,78.9,1104.6,Maharashtra,Wholesale,7,15.97,121.81
Maharashtra,90,Small,Buttermilk,Raj,36.65,526.62,19300.623,13,Refrigerated,449,33.74,15149.26,Delhi,Retail,77,55.73,149
Uttar Pradesh,19,Large,Butter,Parag Milk Foods,93.62,353.68,33111.5216,35,Refrigerated,10,97.79,977.9,Maharashtra,Online,343,50.74,128.61
Kerala,92,Medium,Paneer,Amul,18.33,115.61,2119.1313,10,Refrigerated,13,14.41,187.33,West Bengal,Online,102,64.76,174.12
Delhi,43,Medium,Milk,Amul,15.76,280.37,4418.6312,2,Polythene Packet,176,20.55,3616.8,Maharashtra,Wholesale,104,13.6,48.83
Gujarat,35,Small,Yogurt,Dodla Dairy,77.51,308.23,23890.9073,22,Frozen,102,75.64,7715.28,Karnataka,Online,206,49.47,57.43
Chandigarh,66,Small,Ghee,Mother Dairy,68.76,825.9,56788.884,94,Ambient,623,67.59,42108.57,Gujarat,Wholesale,202,49.74,62.01
Rajasthan,40,Medium,Paneer,Mother Dairy,79.98,471.67,37724.1666,8,Refrigerated,421,75.57,31814.97,Delhi,Online,50,93.96,69.79
Delhi,38,Medium,Buttermilk,Mother Dairy,48.72,109.63,5341.1736,12,Refrigerated,87,49.55,4310.85,Jharkhand,Wholesale,22,41.95,154.35
Madhya Pradesh,89,Large,Yogurt,Palle2patnam,29.7,699.61,20778.417,30,Refrigerated,250,26.62,6655,Madhya Pradesh,Online,449,95.76,68.29
Haryana,45,Small,Butter,Mother Dairy,53.93,417.95,22540.0435,34,Refrigerated,370,58.1,21497,Jharkhand,Wholesale,47,24.34,28.8
Chandigarh,29,Large,Yogurt,Amul,82.93,379.14,31442.0802,27,Refrigerated,99,86.84,8597.16,Delhi,Retail,280,52.82,91.23
West Bengal,63,Medium,Buttermilk,Mother Dairy,76.18,762.26,58068.9668,8,Refrigerated,228,77.37,17640.36,Madhya Pradesh,Retail,534,61.06,174.56
West Bengal,64,Large,Ice Cream,Amul,36.9,598.54,22086.126,28,Frozen,49,38.8,1901.2,Uttar Pradesh,Online,549,30.02,120.13
West Bengal,45,Medium,Ice Cream,Palle2patnam,84.87,649.99,55164.6513,26,Frozen,118,89.45,10555.1,Madhya Pradesh,Online,531,57.39,160.09
Telangana,59,Large,Yogurt,Dodla Dairy,47.65,376.11,17921.6415,27,Refrigerated,129,43.45,5605.05,West Bengal,Retail,247,69.65,87.54
Gujarat,94,Medium,Ice Cream,Dodla Dairy,18.13,500.76,9078.7788,27,Frozen,222,13.34,2961.48,Gujarat,Online,278,17.3,195.06
Uttar Pradesh,16,Small,Milk,Mother Dairy,60.02,535.48,32139.5096,1,Polythene Packet,356,60.15,21413.4,Telangana,Online,179,63.54,82.64
Delhi,19,Medium,Paneer,Sudha,42.27,178.05,7526.1735,8,Refrigerated,124,37.8,4687.2,Bihar,Wholesale,54,12.28,189.54
Jharkhand,22,Large,Butter,Amul,22.05,385.56,8501.598,31,Frozen,94,23.09,2170.46,Gujarat,Retail,291,73.52,161.14
Karnataka,28,Large,Ghee,Raj,49.92,426.22,21276.9024,119,Ambient,302,52.89,15972.78,Jharkhand,Online,124,71.98,189.59
Delhi,83,Large,Yogurt,Mother Dairy,54.58,920.75,50254.535,23,Frozen,880,53.79,47335.2,Gujarat,Wholesale,40,78.98,151.71
Bihar,44,Medium,Butter,Mother Dairy,41.89,203.16,8510.3724,37,Refrigerated,178,46.85,8339.3,West Bengal,Retail,25,90.54,126.68
Uttar Pradesh,77,Small,Curd,Sudha,84.37,966.41,81536.0117,6,Refrigerated,558,86.94,48512.52,West Bengal,Wholesale,408,22.34,50.58
Karnataka,28,Small,Ice Cream,Mother Dairy,65.9,873.54,57566.286,28,Frozen,623,65.3,40681.9,Delhi,Wholesale,250,10.97,80.5
West Bengal,42,Large,Ghee,Mother Dairy,27.25,510.92,13922.57,136,Ambient,240,25.02,6004.8,Delhi,Online,270,14.77,58.21
Jharkhand,72,Medium,Ice Cream,Mother Dairy,36.56,980.29,35839.4024,25,Frozen,315,33.82,10653.3,Rajasthan,Online,665,41.52,143.92
Haryana,57,Large,Ice Cream,Palle2patnam,29.83,213.59,6371.3897,22,Frozen,45,24.97,1123.65,Rajasthan,Online,168,27.41,118.17
Karnataka,72,Small,Buttermilk,Sudha,79.37,835.23,66292.2051,14,Refrigerated,318,76.94,24466.92,Telangana,Retail,517,99.96,132.66
Madhya Pradesh,58,Small,Yogurt,Palle2patnam,79.91,735.3,58757.823,27,Refrigerated,451,75.74,34158.74,Telangana,Wholesale,284,49.26,24.58
Delhi,87,Medium,Ghee,Mother Dairy,88.66,680.27,60312.7382,119,Ambient,520,86.99,45234.8,West Bengal,Retail,160,67.05,26.91
Gujarat,58,Small,Ice Cream,Mother Dairy,59.35,439,26054.65,26,Frozen,55,57.61,3168.55,Uttar Pradesh,Online,384,81.26,171.04
Haryana,93,Large,Ice Cream,Amul,17.63,254.46,4486.1298,22,Frozen,75,19.36,1452,Karnataka,Wholesale,179,62.47,161.81
Bihar,34,Medium,Ghee,Mother Dairy,85.04,467.21,39731.5384,130,Ambient,348,84.88,29538.24,Telangana,Wholesale,119,60.53,60.41
Telangana,50,Medium,Lassi,Raj,16.4,639.12,10481.568,12,Refrigerated,318,13.75,4372.5,Tamil Nadu,Online,321,89.53,126.54
Rajasthan,86,Medium,Buttermilk,Sudha,26.54,922.95,24495.093,13,Refrigerated,136,28.24,3840.64,Uttar Pradesh,Wholesale,786,27.01,89.62
Delhi,80,Small,Milk,Raj,60.95,276.83,16872.7885,22,Tetra Pack,106,58.89,6242.34,Madhya Pradesh,Retail,170,24.61,173.45
Maharashtra,100,Large,Milk,Mother Dairy,50.52,369.22,18652.9944,28,Tetra Pack,63,52.03,3277.89,Tamil Nadu,Wholesale,306,38.74,196.02
Uttar Pradesh,30,Small,Ice Cream,Palle2patnam,45.92,323.95,14875.784,22,Frozen,192,49.72,9546.24,Delhi,Online,131,42.07,56.27
Bihar,29,Small,Buttermilk,Raj,15.38,121.49,1868.5162,7,Refrigerated,55,14.04,772.2,Uttar Pradesh,Wholesale,66,42.89,32.67
Kerala,93,Large,Buttermilk,Sudha,75.61,123.23,9317.4203,10,Refrigerated,12,74.39,892.68,Haryana,Retail,111,15.16,144.49
Tamil Nadu,23,Medium,Cheese,Amul,69.39,929.72,64513.2708,89,Refrigerated,93,66.65,6198.45,Haryana,Online,836,35.37,54.05
Telangana,10,Small,Paneer,Amul,23.55,603.83,14220.1965,14,Refrigerated,321,25.31,8124.51,Jharkhand,Wholesale,282,60.82,135.35
Gujarat,43,Large,Ghee,Mother Dairy,18.89,247.84,4681.6976,93,Ambient,25,18.48,462,Uttar Pradesh,Online,222,33.51,65.49
Jharkhand,25,Medium,Ghee,Sudha,58.93,610.57,35980.8901,132,Ambient,481,54.88,26397.28,Chandigarh,Online,129,29.91,118.3
Rajasthan,90,Small,Cheese,Passion Cheese,32.75,303.89,9952.3975,52,Frozen,283,34.72,9825.76,Rajasthan,Wholesale,20,19.19,34.95
Karnataka,74,Large,Ghee,Raj,40.55,993.19,40273.8545,108,Ambient,129,37.87,4885.23,Maharashtra,Retail,864,78.61,139.03
Rajasthan,89,Small,Butter,Parag Milk Foods,87.98,216.34,19033.5932,26,Refrigerated,168,89.62,15056.16,Chandigarh,Retail,48,72.24,93.38
Uttar Pradesh,33,Small,Butter,Warana,13.55,209.96,2844.958,32,Frozen,42,9.89,415.38,Chandigarh,Online,167,73.08,176.43
Chandigarh,24,Medium,Paneer,Raj,83.8,391.13,32776.694,10,Refrigerated,121,88.2,10672.2,Kerala,Retail,270,95.07,119.52
Chandigarh,91,Large,Yogurt,Dodla Dairy,92.35,4.09,377.7115,26,Refrigerated,2,91.2,182.4,Haryana,Wholesale,2,39.81,140.9
Uttar Pradesh,89,Medium,Milk,Raj,49.48,382.95,18948.366,1,Polythene Packet,367,52.6,19304.2,Tamil Nadu,Wholesale,15,12.32,126.65
Gujarat,16,Small,Ghee,Sudha,28.03,554.15,15532.8245,104,Ambient,270,31.27,8442.9,Tamil Nadu,Online,284,53.68,191.7
Rajasthan,36,Large,Curd,Amul,24.23,364.58,8833.7734,7,Refrigerated,47,20.5,963.5,Madhya Pradesh,Online,317,26.38,198.16
Uttar Pradesh,69,Small,Buttermilk,Mother Dairy,10.65,571.41,6085.5165,7,Refrigerated,383,7.52,2880.16,Tamil Nadu,Wholesale,188,32.7,188.88
Haryana,18,Small,Curd,Amul,26.74,666.76,17829.1624,7,Refrigerated,170,28.94,4919.8,Karnataka,Wholesale,496,41.77,184.68
Gujarat,89,Large,Curd,Mother Dairy,38.67,579.68,22416.2256,5,Refrigerated,249,40.03,9967.47,Uttar Pradesh,Online,330,60.27,194.73
Jharkhand,10,Small,Ghee,Amul,13.56,357.71,4850.5476,101,Ambient,75,11.13,834.75,Bihar,Retail,282,38.45,61.3
Karnataka,71,Medium,Ice Cream,Dodla Dairy,67.14,465.69,31266.4266,29,Frozen,205,63.46,13009.3,West Bengal,Wholesale,260,37.2,149.18
Gujarat,62,Small,Ice Cream,Palle2patnam,15.27,913.61,13950.8247,25,Frozen,678,15.55,10542.9,Madhya Pradesh,Online,235,78.92,163.03
Madhya Pradesh,53,Medium,Lassi,Mother Dairy,98.83,987.87,97631.1921,13,Refrigerated,39,102.78,4008.42,West Bengal,Online,948,45.84,144.69
Maharashtra,94,Medium,Buttermilk,Amul,94.48,980.37,92625.3576,13,Refrigerated,207,99.33,20561.31,Tamil Nadu,Wholesale,773,83.1,58.47
Jharkhand,10,Large,Lassi,Raj,78.54,713.73,56056.3542,18,Refrigerated,16,77.74,1243.84,Chandigarh,Online,697,60.33,101.91
Maharashtra,75,Small,Buttermilk,Amul,74.91,301.53,22587.6123,12,Refrigerated,189,77.77,14698.53,Tamil Nadu,Online,112,34.65,195.36
Maharashtra,54,Large,Butter,Amul,45.99,529.54,24353.5446,27,Refrigerated,360,46.18,16624.8,Delhi,Wholesale,169,69.05,150.07
Karnataka,10,Small,Ghee,Amul,10.6,703.07,7452.542,145,Ambient,482,7.88,3798.16,Chandigarh,Online,221,53.52,41.09
Kerala,45,Small,Yogurt,Amul,99.42,367.53,36539.8326,21,Refrigerated,114,103.89,11843.46,West Bengal,Online,253,76.45,170.28
Bihar,100,Medium,Curd,Mother Dairy,57.48,419.53,24114.5844,7,Refrigerated,131,62.33,8165.23,Jharkhand,Wholesale,288,60.17,83.07
Gujarat,55,Large,Milk,Sudha,86.3,417.64,36042.332,1,Polythene Packet,297,82.12,24389.64,Chandigarh,Online,120,57.61,175.15
Chandigarh,95,Small,Cheese,Britannia Industries,26.01,572.36,14887.0836,46,Frozen,433,25.84,11188.72,Kerala,Retail,139,66.08,148.41
Rajasthan,74,Small,Buttermilk,Sudha,66.03,889.71,58747.5513,8,Refrigerated,435,63.8,27753,Kerala,Wholesale,454,23.63,135.1
West Bengal,63,Medium,Curd,Amul,27.36,191.18,5230.6848,5,Refrigerated,101,23.43,2366.43,Bihar,Retail,90,41.42,30.7
Karnataka,40,Small,Paneer,Mother Dairy,20.67,655.82,13555.7994,9,Refrigerated,572,20.35,11640.2,Delhi,Wholesale,83,61.5,198.56
Kerala,62,Large,Yogurt,Dodla Dairy,17.06,706.46,12052.2076,29,Refrigerated,132,13.14,1734.48,Telangana,Wholesale,574,59.72,165.01
Kerala,82,Small,Milk,Sudha,64.2,108.89,6990.738,29,Tetra Pack,30,63.82,1914.6,Haryana,Retail,78,27.47,45.68
Madhya Pradesh,61,Large,Yogurt,Dodla Dairy,59.66,686.89,40979.8574,27,Refrigerated,108,60.78,6564.24,Maharashtra,Retail,578,20.37,146.29
Chandigarh,33,Medium,Cheese,Britannia Industries,89.69,241.72,21679.8668,86,Frozen,28,94.49,2645.72,Jharkhand,Wholesale,213,83.24,113.84
Delhi,74,Large,Paneer,Sudha,50.95,918.58,46801.651,13,Refrigerated,873,47.22,41223.06,Delhi,Retail,45,93.71,115.38
Gujarat,95,Medium,Ice Cream,Mother Dairy,28.84,34.25,987.77,22,Frozen,15,24.73,370.95,Delhi,Retail,19,34.08,80.79
Bihar,22,Small,Cheese,Dynamix Dairies,12.28,686.96,8435.8688,80,Refrigerated,223,11.52,2568.96,Maharashtra,Online,463,35.56,192.73
Tamil Nadu,31,Medium,Ice Cream,Amul,12.37,337.04,4169.1848,24,Frozen,205,11.42,2341.1,Madhya Pradesh,Wholesale,132,40.98,139.86
Gujarat,71,Large,Yogurt,Dodla Dairy,12.76,326.05,4160.398,26,Frozen,309,7.87,2431.83,Jharkhand,Wholesale,17,43.61,78.43
Chandigarh,19,Medium,Cheese,Passion Cheese,62.01,265.11,16439.4711,48,Refrigerated,23,65.87,1515.01,Chandigarh,Wholesale,242,36.44,89.1
Maharashtra,89,Medium,Curd,Mother Dairy,73.27,726.46,53227.7242,6,Refrigerated,570,71.7,40869,Kerala,Retail,156,76.25,152.96
Maharashtra,12,Medium,Yogurt,Palle2patnam,69.56,382.14,26581.6584,30,Refrigerated,9,67.53,607.77,Karnataka,Online,373,17.35,27.42
Chandigarh,77,Small,Buttermilk,Amul,92.96,388.29,36095.4384,11,Refrigerated,316,88.32,27909.12,Bihar,Retail,72,88.44,45.68
Madhya Pradesh,87,Medium,Butter,Parag Milk Foods,18.12,805.79,14600.9148,34,Refrigerated,759,22.8,17305.2,Uttar Pradesh,Online,46,43.47,54.45
Chandigarh,75,Medium,Ice Cream,Palle2patnam,15.25,831.19,12675.6475,24,Frozen,667,10.39,6930.13,Uttar Pradesh,Retail,164,72.07,120.19
Kerala,35,Medium,Paneer,Sudha,51.15,186.61,9545.1015,14,Refrigerated,10,52.48,524.8,Madhya Pradesh,Retail,176,96.53,154.51
Delhi,93,Large,Yogurt,Palle2patnam,52.91,461.49,24417.4359,29,Frozen,236,50.54,11927.44,Delhi,Online,225,61.02,111.99
Jharkhand,10,Large,Curd,Mother Dairy,60.31,565.42,34100.4802,6,Refrigerated,305,60.69,18510.45,Uttar Pradesh,Wholesale,260,94.66,181.13
Madhya Pradesh,95,Medium,Paneer,Mother Dairy,34.69,282.82,9811.0258,9,Refrigerated,137,36.59,5012.83,West Bengal,Retail,145,88.84,94.22
Chandigarh,72,Small,Ice Cream,Palle2patnam,48.44,911.07,44132.2308,28,Frozen,811,45.35,36778.85,Jharkhand,Online,100,93.82,135.17
Karnataka,84,Medium,Curd,Sudha,75.38,306.44,23099.4472,7,Refrigerated,81,76.66,6209.46,Uttar Pradesh,Retail,225,98.87,182.21
Bihar,57,Large,Ice Cream,Mother Dairy,22.47,675.45,15177.3615,24,Frozen,292,24.91,7273.72,Madhya Pradesh,Wholesale,383,80.51,102.34
Chandigarh,65,Large,Curd,Sudha,19.79,804.02,15911.5558,7,Refrigerated,226,24.18,5464.68,West Bengal,Wholesale,578,44.14,189.47
Delhi,63,Large,Lassi,Mother Dairy,89.69,439.44,39413.3736,13,Refrigerated,120,85.57,10268.4,Tamil Nadu,Retail,319,64.77,153.54
Delhi,83,Large,Curd,Raj,87.87,823.35,72347.7645,5,Refrigerated,275,91.27,25099.25,Madhya Pradesh,Wholesale,548,78.39,115.46
Rajasthan,28,Medium,Buttermilk,Mother Dairy,34.23,985.36,33728.8728,12,Refrigerated,564,29.85,16835.4,West Bengal,Retail,421,92.82,146.29
Jharkhand,79,Small,Lassi,Mother Dairy,44.4,566.67,25160.148,16,Refrigerated,328,42.42,13913.76,Rajasthan,Online,238,98.78,63.54
Gujarat,47,Medium,Ghee,Sudha,97.13,183.27,17801.0151,117,Ambient,91,98.63,8975.33,Madhya Pradesh,Wholesale,92,38.66,115.29
Chandigarh,84,Small,Ghee,Raj,32.27,220.73,7122.9571,142,Ambient,126,31,3906,Delhi,Wholesale,94,59.37,49.95
Chandigarh,48,Small,Butter,Mother Dairy,40.31,62.63,2524.6153,27,Refrigerated,5,43.88,219.4,Kerala,Wholesale,57,21.06,54.67
